suburb,postcode,type,elevation,population,median_income,sqkm,lat,lng,Dist_CBD,Dist_Geelong,Dist_Ballarat
Teddywaddy,3527,Rural locality,119,17,21684,63.893,-36.19423,143.32322,231.5989026795886,235.72913650925287,158.95283582167147
Watchem West,3482,Rural locality,111,18,35724,57.733,-36.19503,142.75935,265.8766902600499,259.0604107422772,180.0863150433589
Corack,3480,Rural locality,109,23,26988,76.174,-36.18126,143.02681,250.041368599878,248.32755238443133,169.88498303496613
Corack East,3480,Rural locality,120,22,22932,42.65,-36.15077,143.05709,250.71342310317507,250.0916584404556,171.83870566369376
Echuca,3564,Urban locality,101,14043,31512,143.745,-36.15495,144.75711,185.3819994621965,224.7535888714289,176.02995837540374
Kyabram,3620,Urban locality,108,7331,28496,143.898,-36.32685,145.03194,165.4765979891505,211.5206009751858,172.93314191776773
Tongala,3621,Rural locality,104,1926,27404,112.009,-36.24254,144.95932,174.7386847392777,218.85701830478476,176.8057761378907
Lancaster,3620,Rural locality,107,393,31824,43.289,-36.29892,145.14503,169.24170085150243,217.5321913064279,181.62907598412147
Girgarre,3624,Rural locality,105,561,26208,84.085,-36.39091,144.94186,158.2514922065002,202.490338960362,162.3975649287894
Wyuna East,3620,Rural locality,103,103,35724,24.138,-36.24,145.09075,175.3877854508517,222.2839493867742,183.8219521444849
Kyvalley,3621,Rural locality,105,329,30680,27.114,-36.2833,145.00666,170.25016492398913,215.55651055951503,175.48893699888973
Wyuna,3620,Rural locality,104,262,29692,95.313,-36.20875,145.06878,178.7425494277893,225.05188163979884,185.4723374081863
Koyuga,3622,Rural locality,101,315,28288,93.749,-36.23567,144.8819,175.64987802653917,218.01430046081373,173.70089551398107
Echuca Village,3564,Rural locality,97,540,31460,40.072,-36.14199,144.81696,186.37098657079173,227.0830243922531,179.80685574634808
Strathallan,3622,Rural locality,106,144,33436,69.701,-36.26213,144.76511,173.451561810191,213.1156345911544,165.85802147217484
Nanneella,3561,Rural locality,110,388,35776,95.929,-36.34926,144.78737,163.61501978987692,203.94025160297116,158.50385858526994
Corop,3559,Rural locality,141,129,22204,130.676,-36.4585,144.77407,151.6522035773027,191.78892482920944,147.6230030373392
Timmering,3561,Rural locality,107,96,30576,90.431,-36.34875,144.88183,163.087376273956,205.74602963948547,163.12883230329595
Yambuna,3621,Rural locality,99,110,29484,47.672,-36.15299,144.97319,184.698102444566,228.8211975064204,185.8377124293555
Kanyapella,3564,Rural locality,99,56,35100,66.645,-36.12515,144.89108,187.90019375831892,230.20359799343183,184.683009893183
Rochester,3561,Urban locality,119,3113,26208,86.356,-36.36235,144.69463,163.16171234410243,201.10358742497596,153.04934773121673
Lockington,3563,Urban locality,108,808,27820,119.704,-36.27079,144.50401,176.3656491724723,209.40314082277,154.86424873459936
Bamawm,3561,Rural locality,107,504,32968,101.405,-36.27037,144.64567,173.93882974409993,210.63868674010277,160.07768810139044
Patho,3564,Rural locality,85,108,27768,156.241,-36.01647,144.38695,206.33140668856905,237.26034645882328,178.31680856185864
Gunbower,3566,Rural locality,86,551,26312,131.534,-35.94372,144.35418,214.89862283888056,245.32742314747128,185.3934648507048
Pine Grove,3573,Rural locality,98,35,17316,112.095,-36.21448,144.40671,184.5880499579868,215.27862003396768,157.75131948895412
Echuca West,3564,Rural locality,101,425,31876,72.645,-36.17745,144.66965,183.83110806419992,221.158433083659,170.3241163843758
Wharparilla,3564,Rural locality,96,488,31668,53.154,-36.08055,144.63153,194.98816545532495,231.4620078007513,178.78171252391672
Torrumbarry,3562,Rural locality,89,279,34684,140.965,-36.02962,144.52858,202.13643044600056,236.3068143641892,180.73952884392253
Tennyson,3572,Rural locality,103,48,19292,84.529,-36.29145,144.35297,177.7431439722594,206.6614981994927,148.12708216780084
Fairy Dell,3561,Rural locality,112,80,36400,28.921,-36.32845,144.72338,166.5478302635081,205.22570534930964,157.5965361085043
Ballendella,3561,Rural locality,108,124,23192,26.677,-36.2932,144.6694,171.1003024513783,208.3942137066309,158.76085812906203
Diggora,3561,Rural locality,117,94,25428,171.411,-36.36122,144.53092,166.02538583202136,199.5465947760377,146.56012064134583
Bamawm Extension,3564,Rural locality,99,238,33540,62.379,-36.17761,144.60354,184.73689609885932,220.4671852299957,167.866942250622
Bonn,3561,Rural locality,139,33,38948,44.061,-36.4131,144.71819,157.27802476524883,195.86182032383093,149.22262844374393
Kotta,3565,Rural locality,100,109,28132,57.394,-36.19239,144.52627,184.43748420170715,218.23573336810455,163.70264504740075
Milloo,3572,Rural locality,111,35,31408,108.215,-36.36121,144.38051,169.6032942165566,198.9226971250769,141.54842531465314
Roslynmead,3564,Rural locality,96,48,37700,45.55,-36.13498,144.53111,190.59914666487217,224.6341805529192,169.81444742972653
Terrick Terrick East,3573,Rural locality,91,6,35724,182.12,-36.10615,144.3824,196.78486504919783,227.28389695631523,168.61220290692944
Mitiamo,3573,Rural locality,98,117,22256,197.054,-36.21525,144.25145,188.6630568049224,215.3114181343159,153.8739856545063
Rushworth,3612,Urban locality,147,1335,23816,172.564,-36.58621,145.03179,136.6598888241548,184.02656017342608,150.94101601385466
Waranga Shores,3612,Rural locality,114,315,27300,117.469,-36.55287,145.0892,140.67616797832898,189.22908358148817,157.1683028489517
Stanhope,3623,Urban locality,112,828,24128,72.191,-36.46267,144.98186,150.27033891072637,195.76698972603927,158.2862109553367
Toolleen,3551,Rural locality,191,182,22568,157.984,-36.71429,144.67464,124.91621505738088,162.19632566661454,119.3158933556196
Cornella,3551,Rural locality,139,43,22100,74.656,-36.6795,144.76587,127.3515818646372,167.58580820045935,127.41172763837088
Burramboot,3559,Rural locality,111,32,39208,110.402,-36.53115,144.83399,143.1036056477902,185.02227414639856,144.13138016734788
Carag Carag,3623,Rural locality,106,71,26520,58.238,-36.46264,144.89092,150.40013726903334,193.62810373055183,153.27801640980368
Moora,3612,Rural locality,121,17,23400,15.259,-36.60516,144.94751,134.42387399031918,179.70763023585968,144.2684164705783
Colbinabbin,3559,Rural locality,114,304,28756,152.58,-36.59539,144.82091,136.0862774724356,177.8020248395784,137.77156512098958
Redcastle,3523,Rural locality,207,68,23400,62.589,-36.7507,144.85183,118.64192815275648,161.7775515425319,126.63518213868052
Whroo,3612,Rural locality,126,42,25376,164.18,-36.68807,145.05488,125.46152292928916,174.0687131119135,144.48492201060077
Myola,3551,Rural locality,172,39,23400,76.41,-36.62506,144.64356,135.19583474286884,171.53731636159557,125.74611425109592
Gobarup,3559,Rural locality,128,32,25116,102.933,-36.68195,144.86808,126.15826632625362,169.5298856256248,133.18406882027506
Runnymede,3558,Rural locality,146,56,32084,122.763,-36.54837,144.6599,143.27022598116173,180.18721824803168,133.68389937767887
Burnewang,3558,Rural locality,126,36,38636,28.759,-36.47142,144.65378,151.7829344361556,188.5728560566188,140.706467575454
Emerald,3782,Major Urban locality,333,5778,34996,50.424,-37.93245,145.43443,43.42487020797292,97.99919854007364,145.51818800042412
Clematis,3782,Major Urban locality,236,350,33124,1.824,-37.93054,145.41787,41.97656194594397,96.64913037062072,144.06370798246735
Avonsleigh,3782,Major Urban locality,191,852,36712,7.562,-37.91375,145.48884,47.474766405998494,103.1455040611041,149.5698169068171
Cockatoo,3781,Major Urban locality,232,4256,36088,28.217,-37.92643,145.50901,49.53105086751476,104.50191907396812,151.6417407939945
Gembrook,3783,Rural locality,180,2350,34060,202.335,-37.94035,145.63822,60.90603678097055,115.19037414554263,162.9945634877871
Beaconsfield Upper,3808,Urban locality,214,2861,42016,28.496,-37.99855,145.42478,45.41473863306694,95.57453214565136,146.9139227453347
Guys Hill,3807,Rural locality,105,382,37856,3.884,-38.01486,145.39113,43.69676929796005,92.35425770621454,144.73545885181608
Nar Nar Goon,3812,Urban locality,16,1012,34892,51.988,-38.11186,145.56549,62.34371625573547,106.39799693672464,162.8340579093549
Tynong,3813,Urban locality,21,456,32240,21.331,-38.09675,145.62704,66.16707180236865,111.865230769226,167.26310089367635
Garfield,3814,Rural locality,29,1786,32240,26.419,-38.1011,145.66968,69.6978304318346,115.56281954659887,170.93227226045255
Bunyip,3815,Urban locality,38,2468,31564,24.237,-38.10205,145.7225,73.89017218334351,120.17256561323616,175.3177728963384
Maryknoll,3812,Urban locality,100,577,33852,3.366,-38.03527,145.60482,61.43741865052265,110.5494892153834,163.16468113791873
Tynong North,3813,Rural locality,122,434,30784,48.364,-38.02786,145.62558,62.79621358796325,112.45640026575532,164.63742937457118
Tonimbuk,3815,Rural locality,157,208,35464,38.35,-38.01583,145.71136,69.37919810444423,120.08042363004128,171.41922742438132
Garfield North,3814,Rural locality,173,194,36764,21.13,-38.04203,145.68465,68.1845951422373,117.40688567025434,170.04483884609803
Bunyip North,3815,Rural locality,62,112,35724,16.774,-38.06247,145.72551,72.35208405621502,120.7430124939797,174.14868795588157
Iona,3815,Rural locality,24,228,29588,24.557,-38.15219,145.68326,73.47750423456026,116.58211998357837,174.06230833083927
Vervale,3814,Rural locality,22,39,29848,7.009,-38.13903,145.65735,70.7824888482149,114.3331209518106,171.41739647929555
Cora Lynn,3814,Rural locality,18,243,33540,23.171,-38.14311,145.61344,67.74456533913154,110.48635002962016,168.02021471408557
Koo Wee Rup North,3810,Rural locality,9,44,42588,5.306,-38.1409,145.53836,62.1648416075166,103.92478625388108,161.86155086616694
Nar Nar Goon North,3812,Rural locality,145,727,36192,42.023,-38.02922,145.56527,57.99645540050953,107.198901437202,159.66559873206916
Pakenham Upper,3810,Rural locality,209,1172,37076,32.017,-38.00902,145.50432,52.20590304436353,102.24318229787994,153.8899750776307
Mount Burnett,3781,Rural locality,256,173,39104,10.218,-37.97572,145.511,51.33834743763176,103.47294885275431,153.32227159785768
Pakenham,3810,Rural locality,38,46421,34320,85.415,-38.07106,145.4878,54.1747049722094,99.93237581486412,154.85204197169796
Dewhurst,3808,Rural locality,218,164,40924,6.785,-37.97683,145.46494,47.620282813269085,99.4901144453418,149.5035245008534
Nangana,3781,Rural locality,133,44,44200,3.933,-37.87397,145.53476,50.64643619179255,108.23709964742535,152.43773897372927
Menzies Creek,3159,Rural locality,311,998,37180,7.468,-37.92076,145.4033,40.43194183107971,95.70490248392224,142.53593626809587
Beaconsfield,3807,Major Urban locality,101,6714,37856,10.813,-38.03964,145.38483,44.70359649470869,91.38450725462997,145.1831030730234
Officer,3809,Rural locality,68,7133,44460,28.485,-38.04827,145.41307,47.2940101756328,93.707822413993,147.83573190101558
Cardinia,3978,Rural locality,6,376,31044,27.015,-38.14365,145.41781,54.15422756891281,93.37902061858829,152.34027861779666
Pakenham South,3810,Rural locality,10,216,31616,20.831,-38.13972,145.49292,58.89942131371779,99.95361295138052,158.15813646273563
Rythdale,3810,Rural locality,6,38,32448,4.018,-38.13829,145.46279,56.73918998077749,97.32193821829937,155.68114678852203
Officer South,3809,Rural locality,17,75,28444,20.013,-38.10402,145.41738,51.25328630422168,93.50397618313052,150.5180554114005
Koo Wee Rup,3981,Urban locality,8,3579,33072,58.979,-38.19097,145.49318,62.57011997384661,100.03846633927056,160.53693923475615
Tooradin,3980,Rural locality,6,1568,35620,27.728,-38.19872,145.38644,56.62518830660106,90.76077589703048,152.55551509393464
Dalmore,3981,Rural locality,4,163,37440,17.671,-38.18675,145.42448,57.90489184188703,94.02069070791916,154.92652947154556
Monomeith,3984,Rural locality,8,72,34580,18.791,-38.21264,145.53794,67.09567222718866,104.06537720162844,165.10399329021706
Caldermeade,3984,Rural locality,8,183,33488,41.567,-38.24804,145.54154,69.97795525946367,104.69048743513004,167.11833123425325
Yannathan,3981,Rural locality,30,238,38740,36.247,-38.22143,145.64586,75.03863886336711,113.53595556448636,174.06435251176308
Lang Lang East,3984,Rural locality,46,79,40560,16.184,-38.26994,145.65995,79.34326402531916,115.22549236205845,177.46798448399892
Bayles,3981,Rural locality,13,461,31304,23.721,-38.17723,145.5845,67.80295388780137,107.97023290004842,167.1652961447717
Catani,3981,Rural locality,23,294,30056,34.177,-38.19245,145.6551,73.81162441158256,114.18565576557113,173.4989843255055
Berwick,3806,Major Urban locality,60,47674,36764,33.147,-38.0421,145.34952,42.339029270894834,88.28451271584665,142.40205355293634
Harkaway,3806,Major Urban locality,202,849,39416,12.572,-37.99269,145.35722,39.88895359391777,89.88739855816064,141.10749983119794
Narre Warren North,3804,Major Urban locality,63,7674,35048,22.022,-37.98391,145.31811,36.43902861984611,86.73945690157304,137.55068677516772
Narre Warren,3805,Major Urban locality,35,26621,31512,14.391,-38.0204,145.30753,37.94919616491941,85.03348819304543,138.0968142167524
Narre Warren South,3805,Major Urban locality,27,30319,33280,13.234,-38.04961,145.30798,40.02251319052357,84.56611478509724,139.34431763085323
Cranbourne North,3977,Major Urban locality,52,20110,34736,10.239,-38.07753,145.29891,41.54848728646604,83.40680980387913,139.83532989710204
Hampton Park,3976,Major Urban locality,51,25530,28080,13.342,-38.0423,145.26757,36.85161385497662,81.18232634201624,135.76556025501534
Lynbrook,3975,Major Urban locality,27,8519,35100,4.07,-38.05703,145.25567,37.27032468933224,79.91631313915613,135.4529116394384
Lyndhurst,3975,Major Urban locality,21,6725,42900,9.313,-38.06492,145.22978,36.41159827170856,77.55455965464267,133.7383808417752
Cranbourne,3977,Major Urban locality,62,20094,30836,16.512,-38.11279,145.27232,42.88538614638297,80.77694863503662,139.3637161651606
Cranbourne West,3977,Major Urban locality,37,15035,36816,11.412,-38.10086,145.25141,40.70402696879924,79.03757094320167,137.14051697919945
Cranbourne East,3977,Major Urban locality,44,16195,36244,13.91,-38.11311,145.30685,44.88711573772644,83.79134161706905,142.10744747404166
Junction Village,3977,Major Urban locality,59,1017,27612,1.187,-38.13497,145.29201,45.88531924694303,82.39752078101505,141.9925064998072
Botanic Ridge,3977,Major Urban locality,77,3919,48776,6.163,-38.14095,145.26564,45.00375681164567,80.07752430341354,140.2284054871469
Hallam,3803,Major Urban locality,56,10852,25428,8.252,-38.00672,145.26929,34.369434004713064,82.02634355863012,134.42323660411287
Endeavour Hills,3802,Major Urban locality,52,24294,29328,15.489,-37.9689,145.25585,30.936530990855097,81.82495947581084,131.84995551453264
Eumemmerring,3177,Major Urban locality,29,1948,24648,1.12,-37.9979,145.24444,32.060127158588244,80.09975951944358,132.03860263937264
Doveton,3177,Major Urban locality,38,9358,23036,4.074,-37.98391,145.24047,30.816946087615253,80.11165017680196,131.15910842300983
Lysterfield South,3156,Major Urban locality,148,957,40924,4.573,-37.95305,145.2669,30.82844548832861,83.21773887306445,132.18303459714392
Cranbourne South,3977,Rural locality,80,1674,33488,19.997,-38.15006,145.26428,45.75611628105925,79.94728038214596,140.5847628426097
Blind Bight,3980,Urban locality,10,1251,34892,6.037,-38.21453,145.34106,55.50199366598107,86.91943743458525,149.87325308219943
Warneet,3980,Urban locality,4,536,33124,15.024,-38.22903,145.30058,54.810447278533616,83.53988012193433,147.57106674393893
Cannons Creek,3977,Urban locality,9,647,34528,8.212,-38.20762,145.31025,53.30295218925882,84.17802717702362,147.14288562079489
Devon Meadows,3977,Rural locality,18,1548,32760,23.618,-38.16995,145.31614,50.24180834585442,84.49963058558623,145.62829422482912
Pearcedale,3912,Major Urban locality,26,3821,32760,33.677,-38.19736,145.24176,49.12877851544296,78.13046452331655,141.36242884982522
Clyde,3978,Urban locality,10,2117,44356,39.463,-38.15079,145.35357,50.73663913281976,87.75458726862927,147.60100621611323
Clyde North,3978,Major Urban locality,44,8156,42536,29.384,-38.10008,145.3588,47.0754297249079,88.41692450010031,145.64293138505806
Maryborough,3465,Urban locality,242,7921,23816,46.098,-37.05011,143.73983,137.40009308969624,133.59332535355637,57.58270575205481
Flagstaff,3465,Rural locality,222,87,21320,3.755,-37.04736,143.7772,135.01636629501692,132.5861256784572,57.43316126856302
Dunolly,3472,Urban locality,191,893,22308,105.056,-36.86619,143.72629,151.85501613463603,152.98639952460425,77.98298049496553
Carisbrook,3464,Urban locality,219,1115,24960,116.272,-37.03242,143.85737,130.71003968613329,131.63083233516784,58.763330725346336
Bowenvale,3465,Rural locality,204,181,23920,17.929,-37.00463,143.69344,143.77947947242706,139.88500519702453,63.33105140061434
Talbot,3371,Urban locality,251,442,21320,32.468,-37.18173,143.69673,131.9898175153779,122.05848366208944,44.209698405053146
Bealiba,3475,Rural locality,232,206,20228,133.627,-36.7688,143.55039,170.65070873735075,169.02082882837627,91.9207866658276
Betley,3472,Rural locality,173,102,21580,10.025,-36.91809,143.795,143.45136402084051,145.46056286621825,71.62070450133925
Dunach,3371,Rural locality,271,58,25324,24.166,-37.21849,143.72755,127.50462104699488,117.16967459987384,39.51432616800584
Mount Cameron,3370,Rural locality,411,9,20748,31.586,-37.19927,143.81401,122.24594147414044,115.76289801405956,40.31272292912063
Daisy Hill,3465,Rural locality,241,385,23660,36.834,-37.11058,143.72171,134.61137143862263,128.13809605327484,51.28613774271857
Lillicur,3371,Rural locality,314,29,22412,52.482,-37.17012,143.60032,139.92564240582465,127.38310175822822,48.62796119150094
Majorca,3465,Rural locality,234,211,22204,69.784,-37.12825,143.81361,126.89721552171248,123.03878568465451,48.19423991574666
Simson,3465,Rural locality,210,69,24492,5.888,-36.9949,143.77438,138.98862252088617,138.09579440627553,63.26055632949858
Timor,3465,Rural locality,221,58,23400,29.469,-36.98671,143.73146,142.46477069961514,140.36947763937638,64.65996930679425
Caralulup,3371,Rural locality,275,3,27248,17.765,-37.20099,143.64463,134.79335111573897,122.42991214727331,43.84429475269242
Bung Bong,3465,Rural locality,273,51,28340,76.677,-37.09383,143.58988,145.26887203278113,135.18020274039375,56.70471024865393
Natte Yallock,3465,Rural locality,209,94,22360,139.442,-36.94793,143.46507,163.67723283113466,154.7633381770249,76.09384038849386
Archdale,3475,Rural locality,201,21,18928,41.464,-36.83632,143.51161,168.1883158511165,163.73203641806654,85.87965101782027
Archdale Junction,3475,Rural locality,202,6,29900,38.099,-36.88745,143.51106,164.5747785052475,158.69152217395808,80.58465164773177
Joyces Creek,3364,Rural locality,211,12,37700,36.353,-37.08369,143.98931,118.24722561249538,122.75025559169366,54.517605848181866
Eddington,3472,Rural locality,200,96,22100,80.715,-36.91316,143.90931,136.76647661278898,142.91436136205186,72.22551800521929
Moliagul,3472,Rural locality,282,88,21580,54.762,-36.75077,143.66841,164.60483532627194,166.81437661796372,91.46241587232387
Goldsborough,3472,Rural locality,254,36,23712,27.604,-36.82014,143.65803,159.77920231503143,159.9810523029173,84.05390574883404
Dunluce,3472,Rural locality,229,36,20384,93.039,-36.88498,143.59545,159.00663377763647,155.61002423257457,78.39504495786787
Bromley,3472,Rural locality,190,56,21060,17.87,-36.887,143.7864,146.42723935131286,148.97529616318195,75.12185626437964
Bet Bet,3472,Rural locality,179,129,21112,24.003,-36.92338,143.75063,145.8953515072954,146.27359984186867,71.39832720732782
Mount Hooghly,3472,Rural locality,224,19,23400,45.788,-36.91072,143.66115,152.72608676660906,150.5943185188748,74.14774459805797
Timor West,3465,Rural locality,196,24,29900,27.602,-36.95863,143.67706,148.16797059814263,145.148571323102,68.63976778059113
Alma,3465,Rural locality,207,201,22204,20.694,-37.0234,143.67824,143.53007117578704,138.5512626427218,61.60701561250819
Adelaide Lead,3465,Rural locality,253,81,28912,38.503,-37.08527,143.6666,140.22191449923605,132.81418915698066,55.24661285626856
Moonlight Flat,3465,Rural locality,222,77,29900,14.091,-37.04554,143.65146,143.9179869092366,137.36624321137683,59.86409786806603
Wareek,3465,Rural locality,213,68,21528,65.734,-36.99093,143.61446,150.21518024523135,144.26610869907725,66.64049875446365
Havelock,3465,Rural locality,186,74,20540,27.812,-36.96848,143.78298,140.37979819321038,140.5642141109236,66.11364913527419
Red Lion,3371,Rural locality,261,120,22360,27.688,-37.16573,143.75765,128.47283436517944,121.23222420683096,44.64530410424737
Craigie,3465,Rural locality,215,57,34528,12.326,-37.10371,143.77334,131.39117378066004,126.94235082052174,51.25090965037118
Mount Glasgow,3371,Rural locality,290,85,24752,12.346,-37.20339,143.75853,126.08299143530444,117.42539590039746,40.5157706973492
Clunes,3370,Rural locality,331,1728,23348,150.6,-37.28774,143.7888,118.90759208671876,107.83888459152462,30.805795745215875
Stony Creek,3371,Rural locality,334,6,37700,7.204,-37.2242,143.68126,130.68710197379244,118.57550051287063,40.20982618905577
Amherst,3371,Rural locality,270,65,19344,34.0,-37.13899,143.65603,137.6035524201864,127.94976349907604,49.866746826224514
Cotswold,3465,Rural locality,259,12,36712,45.447,-37.14117,143.88924,120.726624641921,119.286308899785,46.81002238953139
Strathlea,3364,Rural locality,266,24,23400,30.94,-37.15049,143.97437,114.24928366531404,115.95581580539294,46.985793659969566
Campbelltown,3364,Rural locality,265,55,29900,70.677,-37.20617,143.94716,112.23340985132536,110.77501282358328,40.40779144152918
Glengower,3370,Rural locality,283,13,24232,55.204,-37.21047,143.86809,117.60024304140605,112.75041089404424,39.00103732101501
Moolort,3465,Rural locality,237,32,26988,94.935,-37.06004,143.91536,124.83551627697123,127.10173468341522,56.008112913034736
Colac,3250,Urban locality,115,9048,29120,37.626,-38.30962,143.5889,132.3214073699108,68.80848315776967,86.29469435253618
Elliminyt,3250,Urban locality,194,2900,35412,34.733,-38.37088,143.57825,136.08444543124756,71.71838696858967,93.11423681407074
Colac East,3250,Urban locality,168,217,18980,3.634,-38.34045,143.61576,131.6527059348317,67.52678781670497,89.03886834726494
Beeac,3251,Rural locality,121,370,28548,113.003,-38.17835,143.66526,120.71752119483423,59.94707468179586,70.50345624614607
Ondit,3249,Rural locality,122,94,21632,33.154,-38.23942,143.61965,126.81639749545104,64.59469933447973,78.05888432844885
Cundare,3251,Rural locality,116,11,35724,16.906,-38.14389,143.5934,125.52066310630411,66.165656778261,68.56402696694856
Wool Wool,3249,Rural locality,116,38,22100,83.591,-38.21768,143.41253,143.0497630300288,82.28191698261614,82.41066423955486
Dreeite,3249,Rural locality,124,55,21424,92.839,-38.14773,143.50252,133.27350564595565,74.10775114326756,71.94586613958943
Barwon Downs,3243,Rural locality,260,131,26572,130.726,-38.50767,143.79258,128.14207662370816,62.816362387878605,105.39328147136362
Irrewarra,3249,Rural locality,119,345,31824,83.744,-38.27073,143.6796,123.3303244692852,60.09198156087853,80.29924884431323
Cundare North,3251,Rural locality,120,9,31148,50.131,-38.10761,143.55399,127.76740696521227,69.78509146210767,66.03707411484716
Weering,3251,Rural locality,122,67,25116,77.514,-38.09395,143.69111,115.7785621126678,57.97348785295342,60.85037286748276
Eurack,3251,Rural locality,115,65,27924,34.547,-38.15073,143.72892,114.45598708257032,54.30895611516382,66.41456534313318
Warncoort,3243,Rural locality,119,130,37336,59.927,-38.31383,143.72206,122.02948241537176,57.79344504491975,84.4489940725397
Yeodene,3249,Rural locality,204,121,40456,49.438,-38.39783,143.70884,127.49730439497442,62.38588863621994,93.85991810263909
Birregurra,3242,Urban locality,130,828,33228,132.347,-38.34351,143.83564,114.90606702680998,49.805374192584864,87.03592368783072
Pirron Yallock,3249,Rural locality,128,113,26728,41.519,-38.35712,143.41416,148.3968110482748,84.89957022469294,96.34924294598598
Irrewillipe East,3249,Rural locality,176,76,31512,43.04,-38.42804,143.48634,146.1073141259723,81.47068214036764,101.48946756268644
Whoorel,3243,Rural locality,121,18,45032,18.791,-38.3713,143.83424,116.607475084359,51.31594665360553,90.12731469106116
Kawarren,3249,Rural locality,212,166,27300,64.716,-38.50108,143.61031,140.7989074051203,75.41484985115373,106.59455522604708
Murroon,3243,Rural locality,148,83,31148,48.183,-38.42906,143.79982,122.59871964271052,57.17090311747695,96.632800772346
Yeo,3249,Rural locality,176,148,38532,31.154,-38.37145,143.64646,130.8270237574566,66.17787037893882,91.84319471238904
Barongarook West,3249,Rural locality,241,235,29640,49.35,-38.43464,143.54529,141.91939700209943,77.03117997413193,100.70675487474196
Colac West,3250,Rural locality,133,81,24388,6.984,-38.33259,143.54409,136.9356152015253,73.25267753488207,89.84478652449546
Cressy,3322,Rural locality,131,175,22620,114.677,-38.03932,143.66509,116.56349096937744,61.18652031764833,55.566709973360666
Irrewillipe,3249,Rural locality,171,125,34164,124.978,-38.44818,143.41192,152.89608530007985,88.32000874340197,105.79180321373131
Gerangamete,3249,Rural locality,130,105,28600,54.708,-38.45394,143.70331,131.15484785386343,65.77686403711299,100.10922025943324
Carpendeit,3260,Rural locality,153,134,21788,43.653,-38.39186,143.24658,163.35061389198046,100.00953142768466,106.36250206942668
Nalangil,3249,Rural locality,116,76,27924,17.682,-38.32696,143.4558,143.73703521718522,80.5371992975096,91.85303417653684
Ombersley,3241,Rural locality,123,97,31408,194.835,-38.20614,143.81503,109.61889788754551,47.17628454103275,71.8114246727072
Stonyford,3260,Rural locality,162,51,31824,43.865,-38.33151,143.31091,155.64219972414787,92.9650182537432,97.7624052981142
Larpent,3249,Rural locality,144,194,32136,51.479,-38.35304,143.50846,140.7077277299015,76.87416248651267,92.969249126959
Barongarook,3249,Rural locality,247,434,30888,43.289,-38.42778,143.61413,136.31047444124778,71.26535187181993,98.54524560952544
Swan Marsh,3249,Rural locality,138,121,24908,54.974,-38.3731,143.34555,154.5926447371266,91.138552853882,100.46781819216594
Barunah Plains,3329,Rural locality,137,9,46800,32.526,-38.04777,143.77039,107.778888017098,51.9766712033954,54.56708729501357
Wingeel,3321,Rural locality,132,23,37700,62.928,-38.07749,143.80494,105.68880801021194,48.36226279160186,57.57114044275359
Warrion,3249,Rural locality,146,198,24752,35.827,-38.22955,143.55288,131.87981388250853,70.22385655686112,78.72370269058588
Alvie,3249,Rural locality,128,132,31980,25.306,-38.23278,143.4983,136.48735169546032,74.99986536538466,80.75566349152469
Dreeite South,3249,Rural locality,129,30,24908,14.862,-38.1974,143.47707,136.9916577923266,76.48857029067932,77.89226224281833
Corunnun,3249,Rural locality,128,115,27924,16.608,-38.28186,143.4855,139.44360213857826,76.93605904068939,86.23340353710608
Coragulac,3249,Rural locality,129,161,26208,10.704,-38.26291,143.53491,134.6589313029864,72.31686055671916,82.74362123518316
Forrest,3236,Rural locality,170,230,25064,42.666,-38.51207,143.69366,135.42549417524745,69.98848868606365,106.62731834269134
Cororooke,3254,Rural locality,124,310,34944,17.641,-38.29637,143.53005,136.4467474171867,73.4526875259609,86.39717211924085
Balintore,3249,Rural locality,117,67,26728,16.211,-38.28193,143.56751,132.81111961326343,69.9176434535926,83.85920256815662
Bungador,3260,Rural locality,151,62,32448,34.86,-38.42534,143.32183,158.84564858869192,94.81505491029934,106.59554890786087
Jancourt East,3266,Rural locality,178,188,30992,103.102,-38.41308,143.19145,168.6929048507347,105.26972540487392,110.84229920460848
Gellibrand,3239,Rural locality,83,210,25688,94.432,-38.52819,143.5653,145.72149428371313,80.3255069445378,110.36719787218291
Apollo Bay,3233,Urban locality,300,1598,29432,86.915,-38.73609,143.64605,154.03792645926393,89.47438945319998,131.8644457050351
Aire Valley,3237,Rural locality,411,0,0,16.238,-38.69329,143.56434,156.4415295346602,91.29052158042036,128.33599860468118
Skenes Creek North,3233,Rural locality,364,16,38948,6.782,-38.69247,143.71594,146.28187848254504,81.78993892308921,126.3573556170514
Barramunga,3249,Rural locality,266,7,38948,88.356,-38.58182,143.72264,137.97475759143293,72.78128463332484,114.05345976830344
Glenaire,3238,Rural locality,273,28,27300,103.447,-38.74786,143.48537,165.57893827838305,100.44219108249656,135.73586986779085
Marengo,3233,Urban locality,52,239,28548,2.695,-38.77949,143.65526,156.6796908320067,92.50967939686902,136.54647403495937
Skenes Creek,3233,Rural locality,131,164,29224,7.185,-38.71194,143.71164,148.00238490339876,83.64297407044913,128.54755039977488
Kennett River,3234,Rural locality,341,41,48256,31.474,-38.64215,143.80458,136.8141656153728,72.48463082627964,120.2955970516025
Wye River,3234,Rural locality,290,63,38636,35.873,-38.63015,143.84702,133.18896215822414,69.08089275861366,118.90263279345623
